trial,domain_path,provider,model,give_pred_descriptions,desc_class,hde_runs,action_runs
3,data/domains/bookseller,openai,o4-mini,True,first,2,1
3,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
3,data/domains/checkers-jumping,openai,o4-mini,True,first,2,2
3,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
3,data/domains/flow,openai,gpt-4o-mini,True,first,3,1
3,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,5,1
3,data/domains/blocks,openai,gpt-4o-mini,True,first,3,1
3,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
3,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
3,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
3,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
3,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,1,1
3,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,2,1
4,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
4,data/domains/flow,openai,o4-mini,True,first,0,0
4,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
4,data/domains/blocks,openai,o4-mini,True,first,3,1
4,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
4,data/domains/miconic,openai,o4-mini,True,first,3,1
4,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,5
4,data/domains/bookseller,openai,o4-mini,True,first,0,5
4,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,0
4,data/domains/checkers-jumping,openai,o4-mini,True,first,1,1
4,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,4,1
4,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
4,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,4,1
4,data/domains/blocks,openai,gpt-4o-mini,True,first,2,2
4,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
4,data/domains/miconic,openai,gpt-4o-mini,True,first,1,1
4,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
4,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
4,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,3,1
4,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
5,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
5,data/domains/flow,openai,o4-mini,True,first,1,1
5,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
5,data/domains/blocks,openai,o4-mini,True,first,3,1
5,data/domains/miconic,openai,o4-mini,True,detailed-first,3,1
5,data/domains/miconic,openai,o4-mini,True,first,3,1
5,data/domains/bookseller,openai,o4-mini,True,detailed-first,1,1
5,data/domains/bookseller,openai,o4-mini,True,first,0,5
5,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
5,data/domains/checkers-jumping,openai,o4-mini,True,first,0,5
5,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
5,data/domains/flow,openai,gpt-4o-mini,True,first,3,1
5,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,0,5
5,data/domains/blocks,openai,gpt-4o-mini,True,first,4,1
5,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
5,data/domains/miconic,openai,gpt-4o-mini,True,first,1,1
5,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
5,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
5,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,2,1
5,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
6,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
6,data/domains/flow,openai,o4-mini,True,first,1,1
6,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
6,data/domains/blocks,openai,o4-mini,True,first,3,1
6,data/domains/miconic,openai,o4-mini,True,detailed-first,2,1
6,data/domains/miconic,openai,o4-mini,True,first,3,1
6,data/domains/bookseller,openai,o4-mini,True,detailed-first,1,1
6,data/domains/bookseller,openai,o4-mini,True,first,0,5
6,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
6,data/domains/checkers-jumping,openai,o4-mini,True,first,0,0
6,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
6,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
6,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,3,1
6,data/domains/blocks,openai,gpt-4o-mini,True,first,1,1
6,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
6,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
6,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,0,1
6,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
6,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,1,1
6,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
7,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
7,data/domains/flow,openai,o4-mini,True,first,3,1
7,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
7,data/domains/blocks,openai,o4-mini,True,first,0,0
7,data/domains/miconic,openai,o4-mini,True,detailed-first,3,1
7,data/domains/miconic,openai,o4-mini,True,first,3,1
7,data/domains/bookseller,openai,o4-mini,True,detailed-first,2,1
7,data/domains/bookseller,openai,o4-mini,True,first,1,1
7,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,5
7,data/domains/checkers-jumping,openai,o4-mini,True,first,0,1
7,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
7,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
7,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,3,1
7,data/domains/blocks,openai,gpt-4o-mini,True,first,5,1
7,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
7,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
7,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
7,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
7,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,2,1
7,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,0,5
8,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
8,data/domains/flow,openai,o4-mini,True,first,2,1
8,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
8,data/domains/blocks,openai,o4-mini,True,first,3,1
8,data/domains/miconic,openai,o4-mini,True,detailed-first,3,1
8,data/domains/miconic,openai,o4-mini,True,first,3,1
8,data/domains/bookseller,openai,o4-mini,True,detailed-first,2,1
8,data/domains/bookseller,openai,o4-mini,True,first,1,1
8,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,5
8,data/domains/checkers-jumping,openai,o4-mini,True,first,0,5
8,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
8,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
8,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,1,1
8,data/domains/blocks,openai,gpt-4o-mini,True,first,1,1
8,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
8,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
8,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
8,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
8,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,1,1
8,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
9,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
9,data/domains/flow,openai,o4-mini,True,first,1,1
9,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
9,data/domains/blocks,openai,o4-mini,True,first,3,1
9,data/domains/miconic,openai,o4-mini,True,detailed-first,3,1
9,data/domains/miconic,openai,o4-mini,True,first,2,1
9,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,0
9,data/domains/bookseller,openai,o4-mini,True,first,1,1
9,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
9,data/domains/checkers-jumping,openai,o4-mini,True,first,0,0
9,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
9,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
9,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,3,1
9,data/domains/blocks,openai,gpt-4o-mini,True,first,5,1
9,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,2,1
9,data/domains/miconic,openai,gpt-4o-mini,True,first,0,5
9,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,0,5
9,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
9,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,3,1
9,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
10,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
10,data/domains/flow,openai,o4-mini,True,first,0,0
10,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
10,data/domains/blocks,openai,o4-mini,True,first,3,1
10,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
10,data/domains/miconic,openai,o4-mini,True,first,2,1
10,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,5
10,data/domains/bookseller,openai,o4-mini,True,first,0,5
10,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,0
10,data/domains/checkers-jumping,openai,o4-mini,True,first,1,1
10,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
10,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
10,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,3,1
10,data/domains/blocks,openai,gpt-4o-mini,True,first,3,1
10,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
10,data/domains/miconic,openai,gpt-4o-mini,True,first,1,1
10,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
10,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
10,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,2,1
10,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
11,data/domains/flow,openai,o4-mini,True,detailed-first,0,0
11,data/domains/flow,openai,o4-mini,True,first,2,1
11,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
11,data/domains/blocks,openai,o4-mini,True,first,3,1
11,data/domains/miconic,openai,o4-mini,True,detailed-first,3,1
11,data/domains/miconic,openai,o4-mini,True,first,0,0
11,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,5
11,data/domains/bookseller,openai,o4-mini,True,first,0,5
11,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,3,1
11,data/domains/checkers-jumping,openai,o4-mini,True,first,1,1
11,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
11,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
11,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,4,1
11,data/domains/blocks,openai,gpt-4o-mini,True,first,3,1
11,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
11,data/domains/miconic,openai,gpt-4o-mini,True,first,0,1
11,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
11,data/domains/bookseller,openai,gpt-4o-mini,True,first,0,1
11,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,2,1
11,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,2,1
12,data/domains/flow,openai,o4-mini,True,detailed-first,3,1
12,data/domains/flow,openai,o4-mini,True,first,1,1
12,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
12,data/domains/blocks,openai,o4-mini,True,first,3,1
12,data/domains/miconic,openai,o4-mini,True,detailed-first,3,1
12,data/domains/miconic,openai,o4-mini,True,first,0,0
12,data/domains/bookseller,openai,o4-mini,True,detailed-first,1,1
12,data/domains/bookseller,openai,o4-mini,True,first,1,1
12,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,2
12,data/domains/checkers-jumping,openai,o4-mini,True,first,1,1
12,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
12,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
12,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,2,1
12,data/domains/blocks,openai,gpt-4o-mini,True,first,2,1
12,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,1,1
12,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
12,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,0,5
12,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
12,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,0,5
12,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,3,1
13,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
13,data/domains/flow,openai,o4-mini,True,first,1,1
13,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
13,data/domains/blocks,openai,o4-mini,True,first,3,1
13,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
13,data/domains/miconic,openai,o4-mini,True,first,0,0
13,data/domains/bookseller,openai,o4-mini,True,detailed-first,2,1
13,data/domains/bookseller,openai,o4-mini,True,first,2,1
13,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,0
13,data/domains/checkers-jumping,openai,o4-mini,True,first,1,1
13,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
13,data/domains/flow,openai,gpt-4o-mini,True,first,1,1
13,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,3,1
13,data/domains/blocks,openai,gpt-4o-mini,True,first,1,1
13,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
13,data/domains/miconic,openai,gpt-4o-mini,True,first,0,5
13,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
13,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
13,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,2,1
13,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,0,5
14,data/domains/flow,openai,o4-mini,True,detailed-first,0,0
14,data/domains/flow,openai,o4-mini,True,first,1,1
14,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
14,data/domains/blocks,openai,o4-mini,True,first,3,1
14,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
14,data/domains/miconic,openai,o4-mini,True,first,3,1
14,data/domains/bookseller,openai,o4-mini,True,detailed-first,1,1
14,data/domains/bookseller,openai,o4-mini,True,first,1,1
14,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,5
14,data/domains/checkers-jumping,openai,o4-mini,True,first,0,1
14,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
14,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
14,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,3,1
14,data/domains/blocks,openai,gpt-4o-mini,True,first,4,1
14,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
14,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
14,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
14,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
14,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,2,1
14,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
15,data/domains/flow,openai,o4-mini,True,detailed-first,2,1
15,data/domains/flow,openai,o4-mini,True,first,0,0
15,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
15,data/domains/blocks,openai,o4-mini,True,first,2,1
15,data/domains/miconic,openai,o4-mini,True,detailed-first,3,1
15,data/domains/miconic,openai,o4-mini,True,first,1,1
15,data/domains/bookseller,openai,o4-mini,True,detailed-first,2,1
15,data/domains/bookseller,openai,o4-mini,True,first,1,1
15,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
15,data/domains/checkers-jumping,openai,o4-mini,True,first,0,1
15,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
15,data/domains/flow,openai,gpt-4o-mini,True,first,4,1
15,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,3,1
15,data/domains/blocks,openai,gpt-4o-mini,True,first,3,1
15,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
15,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
15,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
15,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
15,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,1,1
15,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
16,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
16,data/domains/flow,openai,o4-mini,True,first,1,1
16,data/domains/blocks,openai,o4-mini,True,detailed-first,2,1
16,data/domains/blocks,openai,o4-mini,True,first,2,1
16,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
16,data/domains/miconic,openai,o4-mini,True,first,0,0
16,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,5
16,data/domains/bookseller,openai,o4-mini,True,first,2,1
16,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
16,data/domains/checkers-jumping,openai,o4-mini,True,first,0,0
16,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
16,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
16,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,2,1
16,data/domains/blocks,openai,gpt-4o-mini,True,first,3,1
16,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
16,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
16,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
16,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
16,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,1,1
16,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,2,1
17,data/domains/flow,openai,o4-mini,True,detailed-first,2,1
17,data/domains/flow,openai,o4-mini,True,first,0,0
17,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
17,data/domains/blocks,openai,o4-mini,True,first,2,1
17,data/domains/miconic,openai,o4-mini,True,detailed-first,0,0
17,data/domains/miconic,openai,o4-mini,True,first,2,1
17,data/domains/bookseller,openai,o4-mini,True,detailed-first,1,1
17,data/domains/bookseller,openai,o4-mini,True,first,1,1
17,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
17,data/domains/checkers-jumping,openai,o4-mini,True,first,1,1
17,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
17,data/domains/flow,openai,gpt-4o-mini,True,first,3,1
17,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,3,1
17,data/domains/blocks,openai,gpt-4o-mini,True,first,4,1
17,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
17,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
17,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
17,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
17,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,1,1
17,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,2,1
18,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
18,data/domains/flow,openai,o4-mini,True,first,0,0
18,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
18,data/domains/blocks,openai,o4-mini,True,first,3,1
18,data/domains/miconic,openai,o4-mini,True,detailed-first,0,0
18,data/domains/miconic,openai,o4-mini,True,first,2,1
18,data/domains/bookseller,openai,o4-mini,True,detailed-first,2,1
18,data/domains/bookseller,openai,o4-mini,True,first,1,1
18,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,1,1
18,data/domains/checkers-jumping,openai,o4-mini,True,first,0,5
18,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,3,1
18,data/domains/flow,openai,gpt-4o-mini,True,first,3,1
18,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,3,1
18,data/domains/blocks,openai,gpt-4o-mini,True,first,5,1
18,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,2,1
18,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
18,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,0,5
18,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
18,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,2,1
18,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,0,5
19,data/domains/flow,openai,o4-mini,True,detailed-first,4,1
19,data/domains/flow,openai,o4-mini,True,first,1,1
19,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
19,data/domains/blocks,openai,o4-mini,True,first,3,1
19,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
19,data/domains/miconic,openai,o4-mini,True,first,2,1
19,data/domains/bookseller,openai,o4-mini,True,detailed-first,0,5
19,data/domains/bookseller,openai,o4-mini,True,first,0,5
19,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,5
19,data/domains/checkers-jumping,openai,o4-mini,True,first,1,1
19,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
19,data/domains/flow,openai,gpt-4o-mini,True,first,2,1
19,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,4,1
19,data/domains/blocks,openai,gpt-4o-mini,True,first,5,1
19,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
19,data/domains/miconic,openai,gpt-4o-mini,True,first,2,1
19,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
19,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
19,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,1,1
19,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
20,data/domains/flow,openai,o4-mini,True,detailed-first,1,1
20,data/domains/flow,openai,o4-mini,True,first,1,1
20,data/domains/blocks,openai,o4-mini,True,detailed-first,3,1
20,data/domains/blocks,openai,o4-mini,True,first,3,1
20,data/domains/miconic,openai,o4-mini,True,detailed-first,1,1
20,data/domains/miconic,openai,o4-mini,True,first,0,0
20,data/domains/bookseller,openai,o4-mini,True,detailed-first,2,1
20,data/domains/bookseller,openai,o4-mini,True,first,1,1
20,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,0,0
20,data/domains/checkers-jumping,openai,o4-mini,True,first,0,0
20,data/domains/flow,openai,gpt-4o-mini,True,detailed-first,1,1
20,data/domains/flow,openai,gpt-4o-mini,True,first,2,2
20,data/domains/blocks,openai,gpt-4o-mini,True,detailed-first,2,1
20,data/domains/blocks,openai,gpt-4o-mini,True,first,2,1
20,data/domains/miconic,openai,gpt-4o-mini,True,detailed-first,3,1
20,data/domains/miconic,openai,gpt-4o-mini,True,first,1,1
20,data/domains/bookseller,openai,gpt-4o-mini,True,detailed-first,1,1
20,data/domains/bookseller,openai,gpt-4o-mini,True,first,1,1
20,data/domains/checkers-jumping,openai,gpt-4o-mini,True,detailed-first,2,1
20,data/domains/checkers-jumping,openai,gpt-4o-mini,True,first,1,1
