trial,domain_path,provider,model,give_pred_descriptions,desc_class,feedback_pipeline,landmark_runs,val_runs,hde_runs,hde_timeout,action_timeout,action_timeout_cause,evals_passed,total_evals
1,data/domains/flow,openai,o4-mini,True,detailed-first,validate,0,0,2,False,False,,10,10
1,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,validate,0,0,0,False,True,slide-red,0,0
1,data/domains/flow,openai,gpt-5-nano,True,detailed-first,landmark,0,0,0,False,True,start,0,0
1,data/domains/miconic,openai,o4-mini,True,detailed-first,validate,0,0,2,False,False,,9,10
1,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,landmark,0,0,0,False,True,jump-blue,0,0
1,data/domains/flow,openai,o4-mini,True,detailed-first,landmark,5,0,7,False,False,,2,10
1,data/domains/blocks,openai,o4-mini,True,detailed-first,validate,0,8,10,True,False,,2,10
1,data/domains/bookseller,openai,o4-mini,True,detailed-first,validate,0,5,10,True,False,,7,10
1,data/domains/miconic,openai,o4-mini,True,detailed-first,landmark,7,0,10,True,False,,0,10
1,data/domains/bookseller,openai,o4-mini,True,detailed-first,landmark-validate,6,6,10,True,False,,0,10
1,data/domains/miconic,openai,gpt-5-nano,True,detailed-first,validate,0,0,3,False,False,,9,10
1,data/domains/bookseller,openai,o4-mini,True,detailed-first,landmark,5,0,10,True,False,,1,10
1,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,landmark-validate,8,8,10,True,False,,2,10
1,data/domains/miconic,openai,o4-mini,True,detailed-first,landmark-validate,8,5,10,True,False,,0,10
1,data/domains/checkers-jumping,openai,gpt-5-nano,True,detailed-first,landmark,0,0,0,False,True,slide-red,0,0
1,data/domains/checkers-jumping,openai,gpt-5-nano,True,detailed-first,validate,0,0,0,False,True,slide-red,0,0
1,data/domains/blocks,openai,o4-mini,True,detailed-first,landmark-validate,7,7,10,True,False,,2,10
1,data/domains/blocks,openai,gpt-5-nano,True,detailed-first,validate,0,8,10,True,False,,2,10
1,data/domains/flow,openai,gpt-5-nano,True,detailed-first,landmark-validate,1,1,10,True,False,,0,10
1,data/domains/checkers-jumping,openai,gpt-5-nano,True,detailed-first,landmark-validate,0,0,0,False,True,jump-blue,0,0
1,data/domains/blocks,openai,gpt-5-nano,True,detailed-first,landmark-validate,8,8,10,True,False,,2,10
2,data/domains/miconic,openai,o4-mini,True,detailed-first,validate,0,0,2,False,False,,9,10
1,data/domains/bookseller,openai,gpt-5-nano,True,detailed-first,landmark,0,0,8,False,False,,10,10
1,data/domains/flow,openai,gpt-5-nano,True,detailed-first,validate,0,8,10,True,False,,8,10
1,data/domains/flow,openai,o4-mini,True,detailed-first,landmark-validate,6,8,10,True,False,,2,10
1,data/domains/bookseller,openai,gpt-5-nano,True,detailed-first,validate,0,0,4,False,False,,10,10
1,data/domains/blocks,openai,gpt-5-nano,True,detailed-first,landmark,8,0,10,True,False,,2,10
1,data/domains/miconic,openai,gpt-5-nano,True,detailed-first,landmark,5,0,10,True,False,,9,10
2,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,landmark-validate,0,0,0,False,True,slide-blue,0,0
2,data/domains/flow,openai,o4-mini,True,detailed-first,validate,0,8,10,True,False,,2,10
2,data/domains/flow,openai,gpt-5-nano,True,detailed-first,landmark,0,0,2,False,False,,0,10
2,data/domains/flow,openai,o4-mini,True,detailed-first,landmark-validate,5,7,10,True,False,,2,10
2,data/domains/blocks,openai,o4-mini,True,detailed-first,validate,0,8,10,True,False,,2,10
2,data/domains/blocks,openai,o4-mini,True,detailed-first,landmark-validate,8,8,10,True,False,,2,10
2,data/domains/bookseller,openai,o4-mini,True,detailed-first,validate,0,6,10,True,False,,1,10
2,data/domains/bookseller,openai,o4-mini,True,detailed-first,landmark-validate,5,5,10,True,False,,1,10
2,data/domains/miconic,openai,o4-mini,True,detailed-first,landmark-validate,8,4,10,True,False,,0,10
2,data/domains/flow,openai,o4-mini,True,detailed-first,landmark,8,0,10,True,False,,2,10
2,data/domains/miconic,openai,gpt-5-nano,True,detailed-first,validate,0,0,0,False,True,board,0,0
1,data/domains/miconic,openai,gpt-5-nano,True,detailed-first,landmark-validate,6,0,10,True,False,,9,10
2,data/domains/bookseller,openai,o4-mini,True,detailed-first,landmark,5,0,10,True,False,,7,10
2,data/domains/checkers-jumping,openai,gpt-5-nano,True,detailed-first,landmark,0,0,0,False,True,slide-red,0,0
1,data/domains/bookseller,openai,gpt-5-nano,True,detailed-first,landmark-validate,4,0,10,True,False,,10,10
2,data/domains/checkers-jumping,openai,gpt-5-nano,True,detailed-first,validate,0,0,0,False,True,slide-red,0,0
2,data/domains/miconic,openai,o4-mini,True,detailed-first,landmark,8,0,10,True,False,,9,10
2,data/domains/checkers-jumping,openai,gpt-5-nano,True,detailed-first,landmark-validate,0,0,0,False,True,slide-red,0,0
2,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,validate,0,8,10,True,False,,0,10
2,data/domains/blocks,openai,o4-mini,True,detailed-first,landmark,8,0,10,True,False,,2,10
3,data/domains/miconic,openai,o4-mini,True,detailed-first,validate,0,0,2,False,False,,9,10
2,data/domains/flow,openai,gpt-5-nano,True,detailed-first,validate,0,8,10,True,False,,2,10
2,data/domains/blocks,openai,gpt-5-nano,True,detailed-first,landmark-validate,7,7,10,True,False,,2,10
3,data/domains/bookseller,openai,o4-mini,True,detailed-first,validate,0,0,2,False,False,,10,10
2,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,landmark,8,0,10,True,False,,0,10
2,data/domains/miconic,openai,gpt-5-nano,True,detailed-first,landmark,7,0,10,True,False,,9,10
2,data/domains/blocks,openai,gpt-5-nano,True,detailed-first,validate,0,7,10,True,False,,2,10
2,data/domains/bookseller,openai,gpt-5-nano,True,detailed-first,landmark,2,0,10,True,False,,10,10
2,data/domains/bookseller,openai,gpt-5-nano,True,detailed-first,validate,0,3,10,True,False,,0,10
3,data/domains/blocks,openai,o4-mini,True,detailed-first,validate,0,7,10,True,False,,2,10
2,data/domains/bookseller,openai,gpt-5-nano,True,detailed-first,landmark-validate,4,0,10,True,False,,10,10
3,data/domains/miconic,openai,o4-mini,True,detailed-first,landmark,8,0,10,True,False,,9,10
2,data/domains/flow,openai,gpt-5-nano,True,detailed-first,landmark-validate,5,8,10,True,False,,2,10
3,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,landmark-validate,0,0,0,False,True,slide-red,0,0
3,data/domains/flow,openai,o4-mini,True,detailed-first,validate,0,8,10,True,False,,2,10
3,data/domains/flow,openai,o4-mini,True,detailed-first,landmark-validate,7,8,10,True,False,,2,10
3,data/domains/bookseller,openai,o4-mini,True,detailed-first,landmark,5,0,10,True,False,,1,10
2,data/domains/blocks,openai,gpt-5-nano,True,detailed-first,landmark,8,0,10,True,False,,2,10
3,data/domains/bookseller,openai,o4-mini,True,detailed-first,landmark-validate,5,5,10,True,False,,1,10
2,data/domains/miconic,openai,gpt-5-nano,True,detailed-first,landmark-validate,8,4,10,True,False,,0,10
3,data/domains/flow,openai,gpt-5-nano,True,detailed-first,landmark,1,0,3,False,False,,2,10
3,data/domains/miconic,openai,o4-mini,True,detailed-first,landmark-validate,8,6,10,True,False,,0,10
3,data/domains/blocks,openai,o4-mini,True,detailed-first,landmark-validate,8,8,10,True,False,,2,10
3,data/domains/flow,openai,gpt-5-nano,True,detailed-first,landmark-validate,0,0,0,False,True,finish,0,0
3,data/domains/checkers-jumping,openai,gpt-5-nano,True,detailed-first,landmark,0,0,0,False,True,slide-red,0,0
4,data/domains/flow,openai,o4-mini,True,detailed-first,validate,0,0,2,False,False,,10,10
3,data/domains/miconic,openai,gpt-5-nano,True,detailed-first,validate,0,0,2,False,False,,9,10
3,data/domains/blocks,openai,o4-mini,True,detailed-first,landmark,9,0,10,True,False,,2,10
3,data/domains/bookseller,openai,gpt-5-nano,True,detailed-first,validate,0,0,3,False,False,,10,10
3,data/domains/checkers-jumping,openai,o4-mini,True,detailed-first,validate,0,8,10,True,False,,0,10
4,data/domains/miconic,openai,o4-mini,True,detailed-first,validate,0,0,2,False,False,,9,10
3,data/domains/checkers-jumping,openai,gpt-5-nano,True,detailed-first,landmark-validate,0,0,0,False,True,jump-blue,0,0
3,data/domains/blocks,openai,gpt-5-nano,True,detailed-first,validate,0,8,10,True,False,,2,10
4,data/domains/blocks,openai,o4-mini,True,detailed-first,landmark,3,0,4,False,False,,0,10
3,data/domains/bookseller,openai,gpt-5-nano,True,detailed-first,landmark,5,0,10,True,False,,7,10
3,data/domains/bookseller,openai,gpt-5-nano,True,detailed-first,landmark-validate,1,0,10,True,False,,10,10
4,data/domains/blocks,openai,o4-mini,True,detailed-first,validate,0,7,10,True,False,,2,10
4,data/domains/flow,openai,o4-mini,True,detailed-first,landmark-validate,7,8,10,True,False,,2,10
3,data/domains/miconic,openai,gpt-5-nano,True,detailed-first,landmark-validate,7,1,10,True,False,,2,10
3,data/domains/blocks,openai,gpt-5-nano,True,detailed-first,landmark,8,0,10,True,False,,2,10
4,data/domains/flow,openai,o4-mini,True,detailed-first,landmark,6,0,10,True,False,,2,10
3,data/domains/blocks,openai,gpt-5-nano,True,detailed-first,landmark-validate,8,8,10,True,False,,2,10
4,data/domains/blocks,openai,o4-mini,True,detailed-first,landmark-validate,8,8,10,True,False,,2,10
4,data/domains/miconic,openai,o4-mini,True,detailed-first,landmark-validate,8,5,10,True,False,,0,10
4,data/domains/bookseller,openai,o4-mini,True,detailed-first,validate,0,4,10,True,False,,7,10
4,data/domains/flow,openai,gpt-5-nano,True,detailed-first,landmark,0,0,3,False,False,,0,10
